WBSID,Nhóm,Thể Loại,Chiểu Sâu,Phiên Bản,Outline,Sort Helper,Title (WBS),STT,Level 1,Level 2,Level 3,"STT
Hoa Nghiêm","STT
Thủ Nhãn","STT
Tứ Liên Hoa","STT
Ngũ Tự","STT
Lục Tý","STT
10 Pháp Bảo","STT
Bảo Loa","STT
6-2-6-2","STT
Advanced","STT
GALAMI1","STT
GALAMI2","STT-GALAMI
","STT
LHBDT",A.3/3/3,A.4/3/3,A.5/3/3,A.5/5/5,A.Thường Trụ Bất Biến,A.Lục Tý,A.Ending,A.LHBDT,A.6/2/6/2,Nhó,C1 Tên CTT,C5 Thủ Nhãn-Tên,C2 Tên Dài CTT,C3 Giảng Giải CTT,C4 Siddham Code,C4 Siddham Unicode,C4 CTT-Image,C5 Dharma Object Name,C6 Pháp Bảo-Image,A1 Sự,A2 Lý,A3 Khai Dẫn,A4 Hành,A4 Hành A,A4 Hành B,A5 Trung Dẫn,A6 Chú Khởi Động,A8 Lời Khẳng Định,A9 Kết Dẫn,B1 Ritual,B2 Meaning,B3 Opening Instruction,B4 Action A,B4 Action B,B6 Activator,B7 Closing Íntruction,B8 Confirmation Statement,C4 CTT Link,C4 CTT-URL,C6 Pháp Bảo Link,C6 Pháp Bảo-URL,D1 Audio Link,D2 Video Bài Giảng,D3 Bài Giảng
2.3,2,3,0,0,2,02.03.00.00,        2.3 - Kiết Giới Ngoài Trong,A017,K,A,3,,,,,,A07,A07,9,A07,,A07,,,,,,,,,,,D3,KG,,,,,,,,,,Kiết Giới Ngoài Trong,Thanh Tịnh Chấp Trước vào Nhị Nguyên,"Kiết Giới từ phía ngoài vô bên trong, để thanh tịnh chấp trước vào nhị nguyên, từ bất nhị ra khỏi nhị nguyên.",,"Nam Mô Bô Tô Chu Nô Mi, <br>
Nam Mô Đa Mô Mô Hơ Đi, <br>
Nam Mô Shăng Chê Đô Dê Ni, <br>
Đi Li Bu Bi San Đô Dê Nam Mô.","Shen Đi Đi... Tu Shu Cha<br>
Ơ Rơ Mi Đi... Wu Đu Cha<br>
Shen Chi Cha... Bô La Đi<br>
Dê Mi Rơ Cha... Wu Đu Cha<br>
Chư Lô Đi Cha... Chi Mô Cha<br>
Sô Pô Hô",,,Tôi đã nhận tri ra cái bong bóng bản ngã.,,Outside & Inside,,"3. Outside, Inside",,,,,I recognized the sphere of my ego bubble.,,,,,,,
3,3,0,0,0,1,03.00.00.00,    3 - KHAI MỞ LÒNG ĐẠI TỪ ĐẠI BI,,,,,,,,,,,,10,,,,,,,,,,,,,,,VA,,,,,,,,,,KHAI MỞ LÒNG ĐẠI TỪ ĐẠI BI,,,,,,,,,,,,,,,,,,,,,,,,
3.1,3,1,0,0,2,03.01.00.00,        3.1 - Quán CTT VA ở Tâm Luân và Tụng Chú Đại Bi,A018,A,A,1,,,,,,A08,A08,11,A08,A08,A08,A08,,,,,,,,,,,VA,va,Chú Đại Bi,Phổ Sinh An Trụ,"nghĩa là khiến (tâm vị tha, tâm vô ngā, tâm bất nhị) an trụ khắp mọi nơi.",𑖪 - siddham letter va (u+115AA) copy and paste - Unicode® symbol,𑖪,,Great Compassion Mantra,,Quán CTT VA ở Tâm Luân và Tụng Chú Đại Bi,"VA là vĩnh hằng bất biến, thường trụ bất biến, luôn luôn tồn tại.  Tụng Chú Đại Bi để khởi động năng lượng Đại Bi.","1.  CHẤP TAY TRƯỚC NGỰC <br>
Hình dung chủng tử VA - 𑖪𑖯 ở tâm luân.  Trì chú Đại Bi, là khởi động, từ chủng tử tự VA - 𑖪𑖯, lòng đại từ đại bi, lan tỏa những làn sóng Đại từ Đại bi từ nơi VA.","Na Mo He La Da No Do La Ye Ye.  <br>
Na Mo E Li Ye.  <br>
Pwo Lu Jye Di Shau Bo La Ye.  <br>
Pu Ti Sa Two Pe Ye.  <br>
Mo He Sa Two Pe Ye.  <br>
Mo He Jya Lu Ni Jya Ye.  <br>
Om, <br>
Sa Pan La Fa Ye.  <br>
Swo Da No Da Sye.  <br>
Na Mo Syi Ji Li Two Yi Meng E Li Ye.  <br>
Pe Lu Ji Di Shr Fwo La Leng Two Pe.  <br>
Na Mo No La Jin Chr.  <br>
Syi Li Mo He Pan Two Sa Mye.  <br>
Sa Pe E Two Dou Shu Peng.  <br>
E Shr Yun, <br>
Sa Pe Sa Do Na Mo Pe Sa Do.  <br>
Na Mo Pe Chye.  <br>
Mo Fa De Tou.  <br>
Da Dr Two.  <br>
Om, <br>
E Pe Lu Syi.  <br>
Lu Jya Di.  <br>
Jya La Di.  <br>
Yi Syi Li.  <br>
Mo He Pu Ti Sa Two.  <br>
Sa Pe Sa Pe.  <br>
Mo La Mo La.  <br>
Mo Syi Mo Syi Li Two Yun.  <br>
Jyu Lu Jyu Lu Jye Ming.  <br>
Du Lu Du Lu Fa She Ye Di.  <br>
Mo He Fa She Ye Di.  <br>
Two La Two La.  <br>
Di Li Ni.  <br>
Shr Fwo La Ye.  <br>
Je La Je La.  <br>
Mo Mo Fa Mo La.  <br>
Mu Di Li.  <br>
Yi Syi Yi Syi.  <br>
Shr No Shr No.  <br>
E La Shen Fwo La She Li.  <br>
Fa Sha Fa Shen.  <br>
Fwo La She Ye.  <br>
Hu Lu Hu Lu Mo La.  <br>
Hu Lu Hu Lu Syi Li.  <br>
Swo La Swo La.  <br>
Syi Li Syi Li.  <br>
Su Lu Su Lu.  <br>
Pu Ti Ye Pu Ti Ye.  <br>
Pu Two Ye Pu Two Ye.  <br>
Mi Di Li Ye.  <br>
Nwo La Jin Shr.  <br>
Di Li Shai Ni No.  <br>
Pe Ye Mo No.  <br>
Swo Pe He.  <br>
Syi Two Ye.  <br>
Swo Pe He.  <br>
Mo He Syi Two Ye.  <br>
Swo Pe He.  <br>
Syi Two Yu Yi.  <br>
Shr Pan La Ye.  <br>
Swo Pe He.  <br>
No La Jin Chr.  <br>
Swo Pe He.  <br>
Mo La No La.  <br>
Swo Pe He.  <br>
Syi Lu Seng E Mu Chywe Ye.  <br>
Swo Pe He.  <br>
Swo Pe Mo He E Syi Two Ye.  <br>
Swo Pe He.  <br>
Je Ji La E Syi Two Ye.  <br>
Swo Pe He.  <br>
Bo Two Mo Jye Syi Two Ye.  <br>
Swo Pe He.  <br>
Nwo La Jin Chr Pan Chye La Ye.  <br>
Swo Pe He.  <br>
Mo Pe Li Sheng Jye La Ye.  <br>
Swo Pe He.  <br>
Na Mo He La Da No Do La Ye Ye.  <br>
Na Mo E Li Ye.  <br>
Pwo Lu Ji Di.  <br>
Shau Pan La Ye.  <br>
Swo Pe He.  <br>
Om.  <br>
Syi Dyan Do.  <br>
Man Do La.  <br>
Ba Two Ye.  <br>
Swo Pe He.  <br>















































































",,,"1. VA là vĩnh hằng bất biến, thường trụ bất biến, luôn tồn tại cho nên, nếu mình chỉ quán thấy chủng tử mờ mờ thì cũng không sao. Quán VA là để khởi động lòng Đại Từ Đại Bi đã có sẵn rồi. <br>
2. Vì lúc nào VA cũng có sẵn, nên tu chủng tử VA là tu tập sự lan toả.",,Tôi là lòng đại từ đại bi hay Tôi là lòng đại bi,"• VA đầu tiên (ở giữa) là chủng tử bất sinh bất diệt: Không tu, không chứng, lúc nào cũng có sẵn trong tâm.<br>
• VÀ: Thực hành, khai triển năng lượng tình thương được khởi động trong lúc ngồi thiền (Xuất Tục).<br>
• VU: Phát nguyện đi giúp tất cả chúng sinh (Nhập Thế).<br>
• VAM: Sau khi Nhập Thế, chứng ngộ Chân Không, hợp nhất lòng từ bi với trí huệ (Ly Thế Gian).<br>
• VAH: đem Chân Không vào lòng chúng sinh (Nhập Pháp Giới).<br>",Great Compassion Mantra,,"Visualize the syllable VA  from the heart center.<br>
From VA emanates, emanates compassion. Open your hands, cultivate all the kindness, compassion forgiveness, empathy and generosity, and yet understand the darknes and the light, they are just one root. They're all life substance, inseparable, make vow to cultivate for all living beings, to cultivate all paramitas then gain the strength to save all living beings and bring them to the state of compassion. Open up their heart of bodhi, constantly teaching, transform all living beings so that their bodhi minds become matured and they see the dharmadhatu and the world as one. So above as below. All living beings open their compassions and I become the great compassion itself.",,,,,,https://drive.google.com/file/d/1t43hXKb79CmWkx7f4JiIRTxBpAXmtt54/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1t43hXKb79CmWkx7f4JiIRTxBpAXmtt54,https://drive.google.com/file/d/1BNCs6RkxCboEFAY_yeO9RkbVu26GHx9t/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1BNCs6RkxCboEFAY_yeO9RkbVu26GHx9t,,,
3.2,3,2,0,0,2,03.02.00.00,        3.2 - Quán CTT VA,A019,V,A,2,,,,,,A09,A09,12,A09,A09,A09,A09,,,,,,,,,,,VA,vā,VA Viên Mãn,,,,𑖪𑖯,,,,Quán CTT VA,"XUẤT TỤC và VAa: Khai triển năng lượng tình thương <br>
Thực hành tất cả hạnh Đại Từ Đại Bi (Công Hạnh)
","2.  MỞ TAY RA <br>
Hít vào chủng tử VA, thở ra, lan toả năng lượng thành vòng tròn đồng tâm, giống như làn sóng, rồi gởi tới con tim của cha mẹ mình, rồi đến tim của những người thân khác. Phần này là sự thực hành của lòng đại bi, sự khai triển năng lượng tình thương.",,,,,,,"VA khai mở, xúc chạm, và xuất hiện trong mỗi tâm thức của mỗi người, mỗi chủng sinh mà mình làm cho cái làn sóng này nó tới.  Và VA của mình trở thành VAa (VA dài)",,,,,,,,,https://drive.google.com/file/d/13bad5dT7wt26syitvlTiSOgzgZLsYcX-/view?usp=drive_link,https://drive.google.com/uc?export=download&id=13bad5dT7wt26syitvlTiSOgzgZLsYcX-,,,,,
3.3,3,3,0,0,2,03.03.00.00,"        3.3 - Quán CTT VAM bên phải
",A020,V,A,2,,,,,,A10,A10,13,A10,A10,A10,A10,,,,,,,,,,,VA,vam (VAM),VA Viên Mãn,,,,𑖪𑖼,,,,"Quán CTT VAM bên phải
","LY THẾ GIAN và VAM: Khai triển Tánh Không của lòng đại bi.<br>
Chứng ngộ bản tánh chân không của tất cả hạnh nguyện Đại Bi (Tánh Không)
","3.  MỞ TAY CHỬ V <br>
Mình nhận ra mình chỉ là một điểm nhỏ trong cái màng lưới đó. Rồi 2 Bàn Tay Chuyển Qua Hình Chử V.  Và chữ VA bị thành chữ VAM. Và thấy tất cả chủng sinh đó, cái tâm của họ đó, cái chủng tự VA cũng lan tỏa. Và cái làn sóng tình thương của mọi người đó bây giờ lan tỏa, giao thoa với cái làn sóng tình thương của mình.",,,,"Quên đi thân thể, chỉ còn là năng lượng vô biên và trở thành Tánh Không, có nghĩa là:• thứ nhất, không còn trong nhị nguyên nữa: không còn những bóng tối của tham, sân, si; và • thứ nhì, trở thành tánh Không tuyệt đối (sunyata), lòng đại bi bây giờ trở thành tánh Không.",,,"Và tất cả những cái người mà mình thấy trong màng lưới đó, bây giờ mình chỉ thấy họ là cái chủng tử tự VAM. Tất cả thân xác, tất cả điều diễn mặc chỉ còn là một cái, cái màng lưới giao thoa của cái năng lượng chủng tử tự VAM.",,,,,,,,,https://drive.google.com/file/d/1JQz9XnUKuOWPRZexA8WMoc8oDtxylnmK/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1JQz9XnUKuOWPRZexA8WMoc8oDtxylnmK,,,,,
3.4,3,4,0,0,2,03.04.00.00,        3.4 - Quán CTT VU sau lưng,A021,V,A,2,,,,,,A11,A11,14,A11,A11,A11,A11,,,,,,,,,,,VA,vu (VU),VA Viên Mãn,,,,𑖪𑖲,,,,Quán CTT VU sau lưng,"NHẬP THẾ và VU: Khai triển đại nguyện, quảng bá, chuyễn hóa.<br>
Thệ nguyện vô số, vô biên độ tất cả chúng sinh.  Phát nguyện tu trì hạnh đại từ đại bi đến vô cùng vô tận vô biên kiếp. (Nguyện Lực)
","4.  MỞ TAY RA HOÀN TOÀN <br> 
Và mình thấy đây là cái màng lưới nhân duyên của chúng ta, nhưng mà vẫn còn vô số vô biên những chủng sinh khác. Và trong cái màng lưới này là chúng ta mở tâm ra. Giang Mở 2 Tay.  Và khi mở tâm ra đó, thì mình phát nguyện là tiếp tục lan tỏa cái làn sóng tình thương này tới cho những người, những chủng sinh mà không có trong cái màng lưới.",,,,"Lan toả năng lượng vào con tim của nhiểu người khác. Đại nguyện là sức mạnh. Không phải một hai ba người nữa mà lan tỏa đến rất nhiều người, quảng bá rộng rãi và cuối cùng là chuyển hoá chính mình và người. Làn sóng phía dưới chủng tử VU nói rằng mình sẽ không ngừng giúp người. Mình trở thành như mặt đất, lúc nào cũng giúp mọi người như đất nuôi cây lớn lên. Phần tu tập đại nguyện này là con đường nhập thế: ai cần tình thương thì mình sẽ lan trải tình thương tới; ai tim đang đóng thì mình sẽ lan trải năng lượng khai mở tới; ai đang buồn thì mình sẽ làm cho họ hết buồn, ai đang đau khổ thì năng lượngtình thương này sẽ xoa dịu họ.",,,"Và mình hình dung là sự giao thoa làn sóng chữ VA này đó, nó trở nên vô cùng vô tận và lan tỏa tiếp. Và cái chủng tử tự VA này ở phía dưới đó, mình vẽ thêm cái ngoặc đó, cái ngoặc ở phía dưới. Và mình phát cái nguyện rằng là xin toàn thể cái màng lưới tiếp tục lan tỏa cái lòng đại từ đại bi tới tất cả chủng sinh.",,,,,,,,,https://drive.google.com/file/d/1Jmx_JxAC8dB7i6H8iux2okjnNBc5q94O/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1Jmx_JxAC8dB7i6H8iux2okjnNBc5q94O,,,,,
3.5,3,5,0,0,2,03.05.00.00,        3.5 - Quán CTT VAH trước mặt,A022,V,A,2,,,,,,A12,A12,15,A12,A12,A12,A12,,,,,,,,,,,VA,vah (VAH),VA Viên Mãn,,,,𑖪𑖾,,,,Quán CTT VAH trước mặt,"NHẬP PHÁP GIỚI và VAH: Khai triển Vô Trụ Niết Bàn.<br>
Đem cảnh giới chứng ngộ cao nhất của Niết Bàn vào trong hiện tại.  Thay vì là mình lên Niết Bàn, thì mình đem Niết Bàn đến tất cả chúng sinh. (Thành Tựu Niết Bàn)
","5.  HẠ HAI TAY PHÍA TRƯỚC. <br>
Xong rồi đó, mình để hai cái tay xấp xếch lại với nhau, tụ 2 bàn tay úp xuống ở tâm luân, bàn tay phải ở trên. Rồi bây giờ mình thêm hai cái chấm hai bên. Để nói là hai cái chấm hai bên, hai cái tay này nói rằng là mình sẽ thực hành cái nguyện đó. Và xin cả cái màng lưới này cùng thực hành. Chứ không phải là một mình tôi. Mà cái màng lưới này chúng ta sẽ thực hành cái hành đại bi để mà lan tỏa cái tình thương tới khắp vũ trụ, khắp tất cả chủng sinh. ",,,,"Đến phương thức cuối cùng thì mình ở trong tâm thức của tất cả chúng sinh. Đó là quan niệm Vô Trụ Niết Bàn của Hoa Nghiêm. Tâm chúng sinh là Huyễn. Mình ở trong cái huyễn, nhưng không hình, không tướng, cho nên mình là Thật. Khi mình ở trong tâm chúng sinh, thì không thắt gút với ai cả và không ai thắt gút với mình cả: trở thành tự tại vô ngại.",,,,,,,,,,,,https://drive.google.com/file/d/1HpNEgr7C2dn2Rec7vjS-ZqmvigmST_ZQ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1HpNEgr7C2dn2Rec7vjS-ZqmvigmST_ZQ,,,,,
3.6,3,6,0,0,2,03.06.00.00,        3.6 - Kết Ấn VA Viên Mãn,A023,V,A,2,,,,,,A13,A13,16,A13,A13,A13,A13,,,,,,,,,,,VA,VA Viên Mãn,VA Viên Mãn,,,,𑖪𑖲𑖯𑖼𑖾,,,,Kết Ấn VA Viên Mãn,Kết Ấn VA Viên Mãn,"6.  KẾT ẤN <br> 
Và mình ngữa bàn tay phải lên, kết ấn VA Viên Mãn, nối kết hai ngón tay, út và cái, lại với nhau. ",,,,,,,,,,,,,,,,https://drive.google.com/file/d/1uphY6AAl8lRTuBwKIEF2kLuodGsQ96O5/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1uphY6AAl8lRTuBwKIEF2kLuodGsQ96O5,,,,,
3.7,3,7,0,0,2,03.07.00.00,        3.7 - Kết Ấn VA Viên Mãn,A024,V,A,2,,,,,,A14,A14,17,A14,A14,A14,A14,,,,,,,,,,,VA,VA Viên Mãn,VA Viên Mãn,,,,𑖪𑖲𑖯𑖼𑖾,,,,Kết Ấn VA Viên Mãn,"Kết nối với tất cả. <br>
Pháp Giới phía trên. Thế Giới phía dưới.","7.  KẾT NỐI <br> 
Mình để hạ tay xuống chút xíu trước ngực để nói rằng là cả màng lưới này nè, liên kết với Phật ở trên, Bồ Tát ở trên, chủng sinh từ địa ngục, súc sinh cho tới A Tu La, Thiên Nhân vân vân. Mình nối kết hết với tất cả chủng sinh. Hai cái ngón tay mình gộp lại với nhau là nối kết hết với tất cả chủng sinh. Và thấy bên trên như thế nào thì bên dưới như thế đó. Tất cả quang minh trên của chư Phật sẽ tiếp nối về quang minh dưới của chủng sinh. Và bây giờ mình thấy toàn diện cái chủng tử tự VA viên mãn. ",,"Om, Cittaprati, Vedham Karumi (10x)","Om, Cittaprati, Vedham Karumi (10x)",,,"Tôi tức là lòng đại từ đại bi vô lượng vô biên.  Với lòng đại từ đại bi vô lượng vô biên, thì tôi tức là hóa thân của Đức Quan Thế Âm. ","Pháp giới phía trên, thế giới phía dưới, cả hai đều bất nhi, đều là một.",,,,,,,,,https://drive.google.com/file/d/1uphY6AAl8lRTuBwKIEF2kLuodGsQ96O5/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1uphY6AAl8lRTuBwKIEF2kLuodGsQ96O5,,,,,
3.8,3,8,0,0,2,03.08.00.00,        3.8 - Pháp Giới Thế Giới là một,A025,V,A,2,,,,,,A15,A15,18,A15,A15,A15,A15,,,,,,,,,,,VA,VA Viên Mãn,VA Viên Mãn,,, ,𑖪𑖲𑖯𑖼𑖾,,,,Pháp Giới Thế Giới là một,"Thế Giới phía trên, Pháp Giới phía dưới. Tất cả đều bất nhị.","8. BẤT NHỊ <br> 
Đưa tay lên đầu, lật ngược lại.  Bây giờ, thế giới phía trên, pháp giới phía dưới.  Tất cả đều bất nhị.",,,,,,,,,,,,,,,,https://drive.google.com/file/d/1uphY6AAl8lRTuBwKIEF2kLuodGsQ96O5/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1uphY6AAl8lRTuBwKIEF2kLuodGsQ96O5,,,,,
3.9,3,9,0,0,2,03.09.00.00,        3.9 - Xã Ấn VA Viên Mãn,A026,V,A,2,,,,,,A16,A16,19,A16,A16,A16,A16,,,,,,,,,,,VA,VA Viên Mãn,VA Viên Mãn,,, ,𑖪𑖲𑖯𑖼𑖾,,,,Xã Ấn VA Viên Mãn,Xã Ấn VA Viên Mãn,"9.  XÃ ẤN <br> 
Mở 2 tay ra, mỡ ra vô lượng vô biên quang minh. Với nguồn ánh sánh vô tận đó, ta đem vào lòng bàn tay của mình bằng cách chấp 2 tay trước ngực. ",,,,,,"Xin đôi bàn tay này sẽ trở thành đôi bàn tay của lành trị, của chuyển hóa, và không ngừng khai mở thiện tánh trong tất cả chúng sinh.",,,,,,,,,,https://drive.google.com/file/d/1uphY6AAl8lRTuBwKIEF2kLuodGsQ96O5/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1uphY6AAl8lRTuBwKIEF2kLuodGsQ96O5,,,,,
4.1,4,1,0,0,2,04.01.00.00,        4.1 - Kết Ấn Phổ HIền STVAM ,A027,A,A,1,,,,,,,,20,,A17,A17,A17,,,,,,,,,,,APH,STVAṂ,STVAṂ,,,,𑖭𑖿𑖝𑖿𑖪𑖽,,,,Kết Ấn Phổ HIền STVAM ,,,"Phổ Hiền Thân Tướng Như Hư Không <br>
Y Chân Nhi Trụ Phi Quốc Độ <br>
Tùy Chư Chúng Sinh Tâm Sở Dục <br>
Thị Hiện Phổ Thân Đẳng Nhất Thiết.
","Om, Sa Ma Ya Stvam (10x)","Om, Sa Ma Ya Stvam (10x)",Kéo Ấn Xuống:,,"Xin thân, ngữ, ý này trở thành thân, ngữ, ý của Đức Phổ Hiền và xin tâm thức của Phổ Hiền hiển hiện trong tâm thức con.  Và xin cho con trở thành Phổ thân.",,,,,,,,,,https://drive.google.com/file/d/1c932tOL7oVA4BpfNPbxtDag85GMM0UyA/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1c932tOL7oVA4BpfNPbxtDag85GMM0UyA,,,,,
5.1,5,1,0,0,2,05.01.00.00,        5.1 - Ấn Cúng Dường Hư Không Tạng,A028,A,A,1,,,,,,,,,,,,,,,,,,,,,,,Ấn,,,,,,,,,,Ấn Cúng Dường Hư Không Tạng,"Ấn cúng dường Hư Không Tạng dùng để cúng dường hương, hoa, đèn cho Chư Phật, Chư Bồ Tát, Thánh Hiền cõi trên.","Đây là cúng dường hương, hoa, đèn, mỗi sáng trước khi tu.  Tay bắt Ấn, miệng trì Chú, và quán tưởng Thân, Khẩu, Ý, tam nghiệp tương ứng.","Om, Tam Bà Phạ - Phạ Nhựt Ra Hum",,,,,,,,,,,,,,,,,,,,,
6.1,6,1,0,0,2,06.01.00.00,        6.1 - Ấn Phổ Cúng Dường,A029,A,A,1,,,,,,,,,,,,,,,,,,,,,,,Ấn,,,,,,,,,,Ấn Phổ Cúng Dường,,,"Om, Nga Nga Nẵng Tam Bà Phiệt Nhật Ra Hộc",,,,,,,,,,,,,,,,,,,,,
10.1,10,1,0,0,2,10.01.00.00,        10.1 - Trì Tụng 29 Câu Chú Lăng Nghiêm,A033,A,A,1,,,,,,,,,,E43,,E43,,,,,,,,,,,Chú,,,,,,,,,,Trì Tụng 29 Câu Chú Lăng Nghiêm,,,,"Na mwo sa dan two <br>
Su chye dwo ye <br>
E la he di <br>
San myau san pu two sye <br>
Na mwo sa dan two <br>
Fwo two jyu jr shai ni shan <br>
Na mwo sa pe <br>
Bwo two bwo di <br>
Sa dwo pi bi <br>
Na mwo sa dwo nan <br>
San myau san pu two <br>
Jyu jr nan <br>
Swo she la pe jya <br>
Seng chye nan <br>
Na mwo lu ji e lwo han dwo nan. <br>
Na mwo su lu dwo bwo nwo nan <br>
Na mwo swo jye li two chye mi nan <br>
Na mwo lu ji san myau chye dwo nan <br>
San myau chye be la <br>
Di bwo dwo mwo nan <br>
Na mwo ti pe li shai nan <br>
Na mwo syi two ye <br>
Pi di ye <br>
Two la li shai nan <br>
She pwo nu <br>
Jye la he <br>
Swo he swo la mwo two nan <br>
Na mwo ba la he mwo ni <br>
Na mwo yin two la ye","Nam Mô Sa Đan Tô. <br>
Su Chê Đô Dê<br> 
A La Hơ Đi. <br>
San Meo San Pu Tô Sê<br>
Nam Mô San Đan Tô,<br>
Fô Tô Chu Chư, Shai Ni Shan.<br>
Nam Mô Sa Pơ<br>
Bô Tô Bô Đi. <br>
Sa Đô Pi Bi.<br>
Nam Mô Sa Đô Nan<br>
San Meo San Pu Tô.<br>
Chu Chư Nan<br>
Sô Shơ La Pơ Cha.<br>
Seng Chê Nan<br>
Nam Mô Lu Chi, Ổ Lô Han Đô Nan<br>
Nam Mô Su Lu, Đô Bô Nô Nan<br>
Nam Mô Sô Chê, Li Tô Chê, Mi Nan<br>
Nam Mô Lu Chi, San Meo Chê Đô Nan<br>
San Meo Chê Bơ La. <br>
Đi Bô Đô Nô Nan<br>
Nam Mô Ti Pơ Li, Shai Nan.<br>
Nam Mô Si Tô Dê,<br>
Pi Li Dê<br>
Tô La Li Shai Nan.<br>
Shơ Pô Nu<br>
Chê La Hơ.<br>
Sô Hơ Sô La, Mô Tô Nan<br>
Nam Mô Ba La Hơ, Mô Ni.<br>
Nam Mô Yin Tô La Dê",,,,,,,,,,,,,,,,,,,
10.2,10,2,0,0,2,10.02.00.00,        10.2 - Trì Tâm Chú Lăng Nghiêm,A035,A,A,1,,,,,,,,,,,,,,,,,,,,,,,Chú,,,,,,,,,,Trì Tâm Chú Lăng Nghiêm,,,,"Ôm Anali <br>
Pi Sati <br>
Pila Bat Shala Tôli <br>
Pantô Pantô Ni <br>
Pat Shala Pani Pan <br>
Hu Shin Đulu Jun Pan <br>
Sô Pô Hô","Om, E Na Li <br>
Pi She Ti <br>
Pi La, Ba She La, Two Li <br>
Pán Two Pán Two Ni <br>
Ba She La Báng Ni Pán <br>
Hu Syin Du Lu Yung Pán <br>
Swo Pe He",,,,,,,,,,,,,,,,,,,
11,11,0,0,0,1,11.00.00.00,    11 - Cầu Nguyện Buổi Sáng,A036,A,A,1,,,,,,,,,,,,,,,,,,,,,,,HH,,,,,,,,,,Cầu Nguyện Buổi Sáng,,"Mỗi buổi sáng vừa thức dậy, ta nên cầu nguyện vài phút. Trước hết quỳ gối, hai tay úp vào tâm luân, nhắm mắt, hướng về tượng Đức Quán Thế Âm (nếu không có tượng thì hướng về phương Đông, phương mặt trời mọc), nghĩ rằng ta đang tiếp thu vào tâm mình hào quang từ bi của Đức Quán Thế Âm. Xong, chắp tay, đọc thầm:","Xin đấng Đại Từ Đại Bi luôn luôn chiếu tỏa hào quang, nối liền tâm Ngài với tâm con. <br>
Xin hào quang Đại Trí khai mở nguồn sáng vô tận, hướng dẫn trí óc con làm việc vị tha, lợi người, lợi vật. <br>
Xin hào quang Đại Từ xúc chạm tim con, khiến con đủ sức nâng đỡ kẻ sa cơ, dìu dắt người buồn khổ, ban vui kẻ khép lòng, khai mở người tuyệt vọng. <br>
Xin hào quang Đại Bi xuyên thấu lòng con, khiến tình thương mạnh hơn sân, giận, lẫy, thù; khiến lòng tha thứ lành trị mọi đớn đau, thổn thức. <br>
Xin hào quang Phương Tiện chuyển hóa đôi tay này, để con làm đường cho người tầm đạo, thắp đèn sáng soi chân lý, xây cầu vượt thoát thị phi, tưới nước lành trị khổ đau. <br>
Xin hạnh nguyện quang minh này tiếp tục lớn mãi, để tình thương và lòng tha thứ truyền lan tới mọi con tim, khiến ai cũng tìm được niềm vui và đạo pháp trong tâm.",,,,,,,,,,,,,,,,,,,,,
11,11,0,0,0,1,11.00.00.00,    11 - Cầu Nguyện Buổi Tối,A037,A,A,1,,,,,,,,,,,,,,,,,,,,,,,HH,,,,,,,,,,Cầu Nguyện Buổi Tối,,"Mỗi buổi tối, ta cũng nên cầu nguyện trước khi ngủ. Nên quỳ gối, hai tay úp vào giữa ngực, nhắm mắt, hướng về Đức Phật A Di Đà hoặc hướng về phương Tây, nghĩ rằng Đức Phật đang phóng quang xúc chạm tâm ta.
Xong, chắp tay, đọc thầm như sau: ","Xin Đấng Từ Phụ luôn luôn chiếu tỏa hào quang nối liền tâm Ngài với tâm con. Trong đêm dài ngu tối, xin hào quang Ngài đánh thức con khỏi cơn mộng mị tràn đầy điểm mù, ích kỷ. Xin cho con sức mạnh để đối diện với mọi bóng tối của quá khứ, của những động cơ sai lầm, của những quả báo khổ đau và của vô vàn thói hư tật xấu khép kín quang minh. <br>
Khi bóng tối đang trùm phủ vạn vật, xin Ngài hãy chiếu tỏa vô lượng quang minh tới tâm con, để con trở thành ánh sáng tình thương và tha thứ, lan tỏa sự ấm áp tới mọi con tim. Xin Ngài hãy mãnh liệt thị hiện tịnh độ trong lòng con để con trở thành tịnh độ cho tất cả chúng sinh hữu duyên. Xin Ngài hãy khai mở vô lượng đại nguyện, vô số hạt giống vô lậu trong tạng thức để tâm con hết sợ hãi, vĩnh viễn dâng hiến thân mạng này cho sự hiển hiện của Pháp Giới và sự thành tựu của hạnh nguyện Phổ Hiền. <br>
Con xin dâng lên lòng thành kính và biết ơn đến Ngài, Đấng Từ Phụ, người mà con nương tựa, hòa hợp như nhất.",,,,,,,,,,,,,,,,,,,,,
